"","logFC","AveExpr","t","P.Value","adj.P.Val","B","logP"
"CDK6",-0.246677125863894,2.66900102370088,-0.391728196025942,0.703209225387563,0.960092910841775,-5.26208694766718,0.152915440396413
"C1D",0.207705539510914,4.40743971506921,0.922205668045398,0.377432349048645,0.886602005097195,-5.26217861969853,0.423160879975946
"PTRH1",0.156252802284728,2.71511561063988,0.411480444736933,0.68911775261218,0.95771322572911,-5.26227919608871,0.161706561923651
"SOX2",-0.012596255496339,2.34405409773673,-0.026363329517373,0.979469304573358,0.998862153539638,-5.26229915526851,0.0090091697389689
"LOC101905194",0.615331082890576,5.26020457668044,1.06286935701195,0.312027997408242,0.872747545343706,-5.26231757107568,0.505806436191849
"MB21D2",-0.101511600116017,2.4357327009146,-0.212830096840536,0.835595960203749,0.978775636039098,-5.262337830833,0.078003668339241
"SH2D3A",-0.230587128347316,4.49248437032407,-0.940430916386557,0.368441852285997,0.884505640690497,-5.26282264450084,0.433631043012426
"LOC132346587",-0.0958852724514667,2.42493924609916,-0.196767457035789,0.847822471680518,0.979645818544752,-5.26288577239639,0.0716950765652609
"TCTN1",-0.311877082709483,3.72344733651195,-0.766088255994665,0.460750600139239,0.904274279324263,-5.26301852134431,0.336534090429041
"CPTP",-0.206724020977193,4.3916944865495,-0.919783558013592,0.378638798327301,0.886602005097195,-5.26322708116874,0.421774886843069
"RUFY1",0.205171917781523,4.63553441345805,0.965429000819189,0.35636130502956,0.879175037833931,-5.26323626355796,0.448109459305422
"HSPBAP1",-0.139635504795786,2.56612797632696,-0.321298173756226,0.75438342629997,0.968646641914691,-5.26366620483906,0.122407861555902
"SLC25A14",0.204781276374047,2.58300166901887,0.31921220293299,0.755919677821481,0.968959471251641,-5.26376811809194,0.121524349118048
"SMPD2",-0.506328682816566,4.22930869553314,-0.883669310575028,0.396950765939736,0.88794476459071,-5.26384324726131,0.401263355722165
"TRAK2",-0.280217924874337,4.11183992598617,-0.858403929965648,0.410121903169954,0.892502686724536,-5.26404173922066,0.387087035950676
"MYL5",0.0799240582620375,2.44431640909727,0.203034490085271,0.843046938327717,0.979581854101788,-5.26415375142187,0.0741482444865064
"DCPS",0.248631768444515,4.46640407861657,0.931260427014166,0.372946345830974,0.885585572175803,-5.26422117810591,0.428353643755968
"CCDC168",0.157836281867771,2.64329630413547,0.364917336288073,0.722524753877434,0.963757484976232,-5.26427068163316,0.141147269279766
"FKBPL",0.344506253429436,3.35461278934938,0.655184042102832,0.526652718180282,0.916865161620438,-5.26431027028716,0.278475669975786
"SAMHD1",-0.304075910509431,6.48810277777515,-1.20295970995858,0.255806201005044,0.855924172256807,-5.2643477772501,0.592088931985468
"MGAT5",-0.304499576835166,4.41051189677235,-0.921860613636551,0.3776040534988,0.886602005097195,-5.26439413287608,0.422963352290514
"TFB2M",-0.298844225130698,5.79936639265245,-1.13834854923502,0.280656554710403,0.863648563457121,-5.26440582293423,0.551824810414498
"DCTN3",0.226525556716977,6.34579595488033,1.19063298472607,0.260407212601185,0.856561971215829,-5.26457331182598,0.584346991111853
"ALKBH8",-0.179532251269579,2.69152465106006,-0.397009816106794,0.699429472344995,0.95928953873848,-5.26460874164385,0.155256071473268
"DEGS2",0.212946322901984,7.70801396744048,1.25778002602248,0.236127543317874,0.849619565479176,-5.26465815743564,0.626853351280932
"GNGT2",-0.154858587166769,2.47574688656753,-0.24028345553181,0.814806318379061,0.977459890816955,-5.26491510171339,0.0889456119417292
"RIC8A",-0.225335906383841,5.17276772378629,-1.05491580713274,0.315483472412878,0.872747545343706,-5.26499834447911,0.501023387696866
"DNAJC4",-0.240392266716774,3.89045986768489,-0.805087320382622,0.438885358279598,0.897476579283039,-5.26513850647781,0.35764890747684
"PCGF5",-0.295019243346055,4.61795170975668,-0.961147914218814,0.35840959515839,0.880334825586447,-5.26536686754865,0.445620372144508
"TIMM10B",0.249756840354951,4.54254717171464,0.94437826950424,0.366514965689251,0.882990778664048,-5.26545118689039,0.435908287370568
"CTNNBL1",0.243402540887396,7.45934377567223,1.24914299444701,0.239143996892056,0.849619565479176,-5.26581670667113,0.621340516524724
"DBNDD1",-0.0273977158181138,2.36768411204705,-0.0587673415597237,0.954257429922662,0.997485755291974,-5.26588729585577,0.0203344499150429
"BAHD1",0.241391525003745,3.42005818632684,0.674706121009679,0.514661185680518,0.916865161620438,-5.26626658495378,0.28847858380035
"DGKZ",-0.237925071027478,2.91921230328766,-0.502335854450604,0.625953633864147,0.944891832028945,-5.26631764464601,0.20345783500477
"RNF141",0.169644369942346,2.89060075570744,0.48679064196595,0.636557936478711,0.946498902640481,-5.266320934597,0.196162062791267
"SENP3",-0.186616093539319,3.75588346186448,-0.769774757378174,0.458654106661811,0.903454114114285,-5.26633056742476,0.338514713586496
"AP3B1",0.266826436825248,7.44151166618709,1.24786302629195,0.239593669527835,0.849619565479176,-5.26649669431294,0.620524660929844
"SESTD1",-0.459113420946475,3.92451915697774,-0.810298691891579,0.436016185149486,0.897476579283039,-5.2666100761482,0.360497389193234
"NSMCE2",-0.238332273622161,6.00525379818975,-1.15883226842617,0.272580850207106,0.860326887278026,-5.26662010009706,0.564504658191418
"DNAJC22",0.259386315685655,3.39234285663302,0.664488340168121,0.520917090414889,0.916865161620438,-5.26688466796318,0.283231393860983
"PDZK1",0.251521220946322,2.66071664155804,0.35665736664795,0.72851756959102,0.963859689350804,-5.26698192800205,0.137559969927734
"KIAA0753",-0.268011358083487,4.67920124515465,-0.970643034013146,0.35387812439204,0.878882503022026,-5.26699928718219,0.45114628322138
"CNOT8",0.20172314554144,6.28481017293528,1.18306109942722,0.263265950187621,0.857026740454307,-5.26742021921531,0.579605307251219
"LMF2",0.226154937294161,2.81294372549015,0.445346968098464,0.665245850191853,0.954255484374535,-5.26743707200176,0.177017825900061
"MSMO1",0.487789467147302,8.18611072804724,1.26670825925455,0.23304198159698,0.849619565479176,-5.26766067458406,0.632565835482283
"RIPK1",-0.355927240705309,5.16316689488452,-1.05005595734042,0.317609051959119,0.872747545343706,-5.26778116297144,0.498107128537526
"GSC",-0.0973542469925452,2.44776598514679,-0.193250348673786,0.850505371749561,0.980317004488141,-5.26798831648235,0.0703229390604362
"ADAMTSL4",0.123174643838606,2.53538068079652,0.274724058138933,0.788938040831322,0.974037676204341,-5.26818816926418,0.102957102724245
"C2CD2L",0.204889953476064,2.90946767478721,0.490129374484958,0.634273041092635,0.946498902640481,-5.26845984346759,0.197723747302712
"FAR2",-0.271645123527826,2.71636167440837,-0.398700094760865,0.698221638685287,0.95928953873848,-5.26846349586115,0.156006696031732
"LOC532367",0.675308880642507,3.02515972962227,0.510093099950042,0.620694862733169,0.944024574936703,-5.26850107381925,0.20712184909804
"PAK2",0.309762326801169,4.97945866413633,1.01815182467769,0.331831365085031,0.874132445436733,-5.26858854729999,0.479082566353959
"CCSER2",0.343907321209276,4.64742957664215,0.958965544035289,0.359457024144507,0.880334825586447,-5.26874486759493,0.444353025427341
"CEP19",0.0679029875129711,2.48032049645373,0.220218356045044,0.829987287053437,0.978775636039098,-5.26879972083349,0.0809285596779316
"ACTG1",0.253264574854102,12.9544189803882,1.29342069903051,0.224006316168979,0.849619565479176,-5.26893687874244,0.649739735957526
"PIGH",0.199740536985629,3.66368391926944,0.738946129090995,0.476375047743646,0.909442616242692,-5.26923769646353,0.322050994693561
"SLC9A6",0.0676467232155069,2.43269862905086,0.153175193396901,0.881207512855974,0.985475094395127,-5.26941980164806,0.0549218088680877
"CENPE",-0.440232290208696,6.31164853090401,-1.18397829638815,0.26291834525481,0.857026740454307,-5.26943061531373,0.580179109728679
"AAMDC",0.137634273738863,2.63320803952815,0.341732996879363,0.739393896901939,0.9670190968926,-5.26944496332529,0.131124138497493
"ZNF250",-0.245029162254595,4.57599315071134,-0.948447604485935,0.364536111581896,0.881165827463926,-5.26953056312379,0.438259443247436
"LOC107133032",0.230807857646619,2.8309465546862,0.448292702089991,0.663187305243675,0.954255484374535,-5.26960060219786,0.178363795659514
"WASHC1",0.311424568885333,4.01638958227772,0.825824642028705,0.427542176683671,0.895759196795188,-5.2696371409022,0.369021036029446
"DNER",0.0259139611089316,2.38981151836385,0.0422677592926563,0.967090142443451,0.998862153539638,-5.26971476151367,0.0145330434545264
"CLGN",-0.152296578591867,2.5046176439994,-0.242275883245526,0.813303120121649,0.977459890816955,-5.27010250517917,0.089747561587697
"CDO1",0.135776528601993,2.58559581377585,0.303957265511588,0.767187831149908,0.971980814000272,-5.27038569895255,0.115098294401469
"LYZ3",-0.111637257294862,2.43330220785028,-0.154301544528067,0.88034152829119,0.985475094395127,-5.27048710399729,0.0553488107163608
"TOR1AIP2",0.201695406826442,5.62402854650438,1.10988202935799,0.292188030784612,0.869041406684297,-5.27060722615815,0.534337578513507
"GOLPH3L",0.190871662682702,2.8211479679234,0.4423305351199,0.66735681456734,0.954311685982095,-5.27064174621809,0.175641900471044
"MAP3K8",-0.270690395154579,2.96161560033932,-0.510328492767486,0.620535631971562,0.944024574936703,-5.27066905759286,0.207233275689298
"TENT4B",-0.188190015038102,3.06449210418583,-0.550888689063239,0.593409588035915,0.934359393315517,-5.27071965688883,0.226645440834395
"PTMS",-0.255964275081244,2.86598673152783,-0.466969117067816,0.650204394838614,0.948601977021954,-5.27100747015829,0.186950099362026
"LCORL",-0.167860584064079,2.62052901041169,-0.331941649749851,0.74656237604958,0.967659781567587,-5.27104706693276,0.126933900675161
"MED13",-0.279328134356035,3.89326514092093,-0.796931976866886,0.443400344937419,0.897476579283039,-5.27117300617513,0.353203973367765
"ASB3",-0.206649509849992,4.66147570013673,-0.962737229814482,0.357648193360691,0.879940636185481,-5.2712068684839,0.446543964427644
"CHST10",0.0269495734293224,2.3978428332326,0.0322470975824647,0.974888846403953,0.998862153539638,-5.27125968296235,0.0110448982966307
"CORO1B",0.422288348977061,5.07725199004504,1.02913213989325,0.326883877414128,0.873090321534034,-5.271276994553,0.48560649918944
"GBA1",-0.203346173432714,6.28163048836179,-1.18021725384559,0.264346046396882,0.857503060097872,-5.27141976084908,0.577827180590279
"UCKL1",0.314955548762438,3.51566996454672,0.693158813275547,0.503477970548112,0.916865161620438,-5.27143099232257,0.29801952705415
"KDM6A",0.328609277209885,5.46444433108834,1.08683953623712,0.301787653961406,0.871814464090509,-5.27149546160926,0.520298531048528
"LOC101903859",0.10114413982533,2.43375014250078,0.126688638740209,0.901616048625431,0.988181438702769,-5.27165732816651,0.04497836651892
"PIK3R1",0.293048393651465,4.93246134227025,1.00702630779863,0.336900823166471,0.875640529325843,-5.27180839230772,0.472497927884362
"USP42",-0.19378531821364,3.18020819370064,-0.590505988058683,0.56752985639515,0.928240108813041,-5.27192031834917,0.246011286334682
"RGMB",-0.132735470988554,2.49002395346029,-0.217601789012748,0.831972488063155,0.978775636039098,-5.27210854491524,0.0798910348630151
"LOC132345817",-0.391277907426296,6.21716647768667,-1.17302561486204,0.267093110496989,0.858435740665471,-5.27239844581348,0.573337314194014
"LOC787397",-0.226509831963424,3.0339884935915,-0.535555455039817,0.603590806663687,0.93759151737716,-5.2724100404986,0.219257383617516
"PODN",-0.0555519851210851,2.40379530106921,-0.0714175710391643,0.944427622565997,0.997485755291974,-5.27247993575319,0.0248313191869648
"BICDL1",0.0972855743623948,2.49559136772899,0.217653206626294,0.831933465356636,0.978775636039098,-5.27255357299505,0.0799114054207121
"POU2F1",0.174286002753425,3.12624637305103,0.567255072231604,0.582643038559689,0.932401001994558,-5.27255954182414,0.234597438145327
"ARMC7",-0.0974681685885992,2.56110221469689,-0.281355181162768,0.783986920530478,0.974037676204341,-5.27262137813371,0.105691182709468
"TTC12",0.274684478521655,4.35438293007137,0.897217976268412,0.390009767675181,0.886602005097195,-5.2730384132644,0.40892451606501
"EPB41L3",0.0703114196280668,2.42661554363239,0.109207634847618,0.915127693897273,0.990829117319526,-5.27307864402885,0.0385183016869371
"FBXO9",0.218532913917239,5.72191173521223,1.11923557708061,0.288359207209334,0.869041406684297,-5.27308278232399,0.540066177159728
"H2AZ1",-0.216505310377499,9.36647798379385,-1.28041568273762,0.228368819357144,0.849619565479176,-5.27332132518026,0.641363193357676
"HSPA8",0.222723392175997,12.5738031434658,1.29049355313661,0.224982206213091,0.849619565479176,-5.27334582584185,0.647851828773309
"HYPK",0.217766676779494,6.82398101322524,1.21509815609318,0.251339154107379,0.85411295398595,-5.27336870775491,0.599739850889241
"WDR54",0.260921523291859,3.89512554058807,0.792023603743091,0.446132402811292,0.898786780630831,-5.27357550553292,0.350536232595441
"THOC2",0.283847213099329,6.55512449910226,1.19736795379154,0.257885249930534,0.856428793569489,-5.2738098487847,0.588573497167876
"PPP1R14D",-0.159113016121042,2.65665317282527,-0.34566463596074,0.736522720470535,0.966439606890552,-5.27382379951729,0.132813851370187
"LOC101903564",-0.203262262867869,2.66431003053777,-0.350871884950686,0.732726512289407,0.96475072936463,-5.27382515410597,0.135058094072184
"BIN2",0.490644677577465,6.74701127241477,1.20812959742253,0.253895937980829,0.854838636690944,-5.27383990779092,0.595344247242162
"FRMD4B",-0.133360214134816,2.47273439379964,-0.186075973663314,0.855984229739113,0.980879795394496,-5.27397292508081,0.0675342364915053
"C21H15orf40",0.216865305813331,4.38604022351877,0.901842464982306,0.387660165245011,0.886602005097195,-5.27488338330119,0.411548823452675
"GALNT17",0.155190662377805,2.5758385615687,0.275913951311454,0.788048878603861,0.974037676204341,-5.2749129856431,0.103446844630237
"CCS",-0.0775411977875242,2.44490711752255,-0.134681687897635,0.895448593110494,0.987039993805644,-5.27496171357617,0.0479593415506081
"TRMT11",0.288314821453631,4.43293836571879,0.910185595604831,0.383446350466506,0.886602005097195,-5.27517974853512,0.416295391366251
"IL36RN",0.703534805111795,3.92363312019767,0.783370590663334,0.450975559567483,0.900446432796174,-5.27521930204156,0.345846993892754
"LRRC45",-0.126216100201649,2.60359424072668,-0.303812882168032,0.767294756754424,0.971980814000272,-5.27524444211343,0.11503776950473
"ARHGAP32",-0.146127201537392,2.54296248450566,-0.253527094241816,0.804829602049049,0.974702841115761,-5.27526867303395,0.0942960584187057
"LOC505773_1",-0.320497174123832,4.56144758221204,-0.938329294607497,0.369470705058811,0.884610654461338,-5.27550573074563,0.432419990653932
"MZT1",-0.250331305620228,4.04413252281564,-0.827300126914336,0.426742634680773,0.895717647270837,-5.27554653797293,0.369833965808077
"PDE8A",-0.181031920430315,2.85647073711332,-0.451403579882506,0.66101652708218,0.953247231588823,-5.27555678307995,0.179787681920014
"ANGEL1",0.0623538353729955,2.46702256824888,0.160484176042201,0.875591033300293,0.984695941375294,-5.27566776525104,0.0576986945780018
"MINK1",0.0333813304196369,2.42668872208339,0.079383161290637,0.93824287805828,0.996153628052898,-5.27591258557643,0.0276847235114464
"LOC132342072",0.223676664956098,3.90402286201929,0.790558696931114,0.446949919943967,0.899507993839355,-5.27602249021303,0.349741136175539
"KIAA1522",0.249639903474046,2.78601131329583,0.401300912162595,0.696364872837732,0.959037310727207,-5.27725020176403,0.157163144386274
"UHRF1",-0.24233544397131,2.67261984611005,-0.343383003094001,0.738188427001836,0.966824098013505,-5.27758634238153,0.131832767767617
"ZNF770",0.0680091015783209,2.48036050147916,0.167197308962968,0.870438763609686,0.983590373750877,-5.27758785514427,0.060261776599338
"CHN2",-0.306574735003813,3.93552605105446,-0.797554675469754,0.44305453097875,0.897476579283039,-5.27801636098107,0.353542817691857
"LMAN2",0.256953480923348,8.35817960851418,1.26149513037249,0.234839603193483,0.849619565479176,-5.27809245537171,0.629228662117514
"LOC101903604",0.130217573922832,2.64268096376729,0.314904190466282,0.759095903106852,0.969059783434743,-5.27810162110815,0.119703352485311
"LOC101905257",0.403553747943845,7.20758084598802,1.22789454722524,0.246697950670807,0.85173724011497,-5.27835471618807,0.607834458195942
"HCFC1R1",0.278976358446296,3.73090766077364,0.741435573266033,0.474928192121784,0.909442616242692,-5.27840805626846,0.323372049580922
"OSER1",0.316885810693325,6.9094691877996,1.21439180397338,0.251597372952433,0.85411295398595,-5.27842532251982,0.599293897877875
"SLC43A2",0.00729816165800568,2.42589875077147,0.0164940191288492,0.987154131592274,0.998862153539638,-5.27848627805154,0.00561503246314842
"SLTM",-0.205690581418048,5.98411885816613,-1.14507561906338,0.277984018548061,0.862502906018713,-5.27851295369732,0.555980171189467
"ERO1B",-0.316352991175953,4.80435362602984,-0.979427331556175,0.349723097662729,0.87843325992936,-5.27859061953051,0.456275683515167
"ZNF22",-0.246368399036293,4.80833075688939,-0.980341770680514,0.349292615948078,0.878063934126497,-5.27880678052847,0.456810595258144
"ATXN7L3",0.0138822369017317,2.43284100906119,0.0323889082780539,0.974778459172633,0.998862153539638,-5.27923622162793,0.0110940764978027
"NECAP2",0.243880142640282,6.21128015734516,1.16493550657544,0.270210294771852,0.858650195887151,-5.27923952817164,0.568298108765369
"LOC101902029",-0.101093758137401,2.53664738414126,-0.223983775561051,0.827132640822354,0.978775636039098,-5.27982947177914,0.0824248404376233
"ABHD8",0.170186058713318,2.73258744426908,0.367108536284451,0.720938245111729,0.963201860112502,-5.27989512709065,0.142101934941949
"PKHD1",-0.0662688605195862,2.47161950784426,-0.136762753836297,0.893844012578275,0.987020658103946,-5.27997895488201,0.0487382646350718
"PELI3",-0.403609336174386,4.03424982988259,-0.816880997090597,0.432410050402598,0.896308162563454,-5.28034818113755,0.364104220399432
"ERLIN1",0.254503566190573,6.18192638009909,1.16102083378548,0.271728915129823,0.859024269613046,-5.28036242478247,0.56586414511851
"CREB3",0.316042664157667,3.82350859500187,0.762186903164042,0.462975980394186,0.905409319047593,-5.28064280330643,0.334441539981739
"ICE2",0.19187902335255,4.35399793687382,0.887929006544546,0.39475932605044,0.887532912273953,-5.28081731722471,0.403667601143859
"TM2D2",0.240939510335382,5.26988341771624,1.05048770102269,0.317419781850244,0.872747545343706,-5.28084517295211,0.498366011164366
"BLM",-0.279920681173699,5.94385976448797,-1.13821219965562,0.280710930598297,0.863648563457121,-5.28094669938193,0.551740676050636
"R3HCC1",0.316467495043925,4.37621557331403,0.890016373797701,0.393688538166889,0.886956267563719,-5.28103317783575,0.404847229058726
"TPGS1",-0.131188362573877,2.65252548132435,-0.317071707875372,0.757497239912034,0.969035384368816,-5.28107411551244,0.120618945258868
"LOC100196902",0.24492127165309,3.82267064382264,0.761820143797314,0.463185538545556,0.905622609638331,-5.28108412035952,0.334245008494585
"FOS",0.415066820746918,5.51343813009828,1.0821079056123,0.303788461262878,0.871814464090509,-5.28132224756932,0.517428725881491
"AKT2",-0.0093335437120885,2.44104690925069,-0.0258688766419111,0.979854269401133,0.998862153539638,-5.28141746544006,0.00883851073725872
"ADO",-0.0587009742241849,2.49063977858477,-0.152794515285554,0.88150023069749,0.985475094395127,-5.28171469363479,0.0547775697054038
"STX17",0.21370506974057,4.16660378987127,0.84499258780643,0.417233594191548,0.893462132678778,-5.28175093799238,0.379620730963055
"THAP6",-0.0615318325998362,2.47276313812199,-0.118583335688181,0.907877104605267,0.98926445456477,-5.28186757278805,0.0419729360648649
"LOC112442656",-0.199989300922111,2.85757507040011,-0.434906359420251,0.672565301357761,0.955822227976745,-5.2819053640141,0.172265542340405
"TAF1C",-0.157516148633835,2.75045247641482,-0.377059408222432,0.713750927683447,0.96124798107447,-5.28191754548073,0.14645331428019
"CCNK",-0.242673227222622,4.09021449626891,-0.829356789244356,0.42562983572263,0.895275241834687,-5.28196100239528,0.370967936550542
"IFT52",0.138850001857227,2.82586923576407,0.414742957044343,0.686801955462585,0.957354748588985,-5.28212468729658,0.163168476986075
"BEX3",-0.0313165800451998,2.4484284249458,-0.0282066040319295,0.978034240679509,0.998862153539638,-5.28214630089943,0.00964594042931271
"PDE7A",-0.15696198648875,2.79033054283763,-0.398985565851776,0.698017734375949,0.95928953873848,-5.28217412756363,0.156133543216706
"PMS2",-0.221520689625037,4.28386248355289,-0.872949882418182,0.402502756803294,0.888739857795528,-5.28220102329697,0.395231140736217
"BAG3",-0.650619159964913,4.78595353667106,-0.969745740861616,0.354304562009253,0.879166228902755,-5.28228353647077,0.450623255675037
"ARMC9",-0.0100827726056791,2.44826621032443,-0.0281076083608117,0.978111310789093,0.998862153539638,-5.28240734537697,0.0096117189233477
"RN18S1",0.382839196983426,9.03950311159327,1.26841604412854,0.232455538047464,0.849619565479176,-5.28255932297522,0.633660102675974
"PABIR2",0.240652712019954,2.96902836483457,0.478004776099035,0.642589622837596,0.946806120312773,-5.28262243167835,0.19206629213769
"SLIRP",0.256680744304784,6.27050446485626,1.1669533388404,0.26943013372801,0.858610646921161,-5.28266020178443,0.569553833334895
"KBTBD7",0.335421982371003,4.49878390854085,0.914231789888398,0.381414417531873,0.886602005097195,-5.2826990097821,0.418602894572154
"CDC37L1",0.259345925328795,5.16694468854733,1.0327908500221,0.325247634684029,0.873090321534034,-5.28275073684354,0.48778585309815
"SMKR1",-0.399551630997306,2.93907409137525,-0.470178349559284,0.647985585614505,0.94825269752389,-5.28291485586573,0.18843465486661
"RBFA",0.191598473175157,4.91008381200877,0.991504826901164,0.34406867972433,0.876796063828637,-5.28314162233811,0.463354859032588
"MED24",-0.165783098458626,3.12504536448052,-0.547179537124654,0.595864149461888,0.935518918734006,-5.28326699782435,0.224852743387507
"NSMCE1",0.212279883107259,4.2971042514257,0.872077021048392,0.402957192581124,0.888739857795528,-5.28334758393105,0.394741087886829
"SMIM7",0.232395620047714,6.29049016327495,1.16816854521064,0.268961152580885,0.858435740665471,-5.28336656366341,0.570310442815796
"SHCBP1",0.269758963587363,6.2435866838347,1.16350682900977,0.270763745184279,0.859024269613046,-5.28372805184052,0.567409487403789
"CDK10",0.216250144575147,3.97535045918527,0.796395980494799,0.443698151087861,0.897476579283039,-5.28413693664574,0.352912381006259
"OBI1",-0.0179621052852776,2.45961289526993,-0.0464469238319082,0.963838676749572,0.998604609759546,-5.28414687921355,0.0159956503922526
"CDS2",0.294292077794932,6.24467426863434,1.16257492455331,0.271125233516123,0.859024269613046,-5.28445721800791,0.566830060926224
"ELP2",-0.201474655787371,6.26142245771739,-1.165997992059,0.269799280799877,0.858611359369613,-5.28450590687504,0.568959212355224
"LSM10",0.235613254420385,4.00899248610386,0.803590301135996,0.439711859981601,0.897476579283039,-5.28453798701458,0.35683182035914
"KANSL3",-0.244072627162964,5.97592896645363,-1.13815139474315,0.280735182104586,0.863648563457121,-5.28462070326378,0.551703157595606
"SMYD2",-0.475086453456356,3.28166880940908,-0.599515416141331,0.561732174486588,0.925109697034807,-5.28462756922747,0.25047070020824
"RAD51C",-0.225250472539045,4.06997411398317,-0.820949561479303,0.430191035760227,0.895846305883216,-5.28466917490724,0.36633864360088
"SNX7",-0.298091550052346,5.9501053198884,-1.13512594548147,0.281943922462944,0.864603525065171,-5.28474209053559,0.549837262555516
"CABIN1",-0.241544695141856,3.93726079087297,-0.788394759014277,0.448159336137385,0.899507993839355,-5.28475629279261,0.348567551844507
"SLC35B3",0.270118360118697,3.19145136666857,0.561770902652266,0.586239080189464,0.93329082319213,-5.28490859397623,0.231925233756821
"SIGLECL1",-0.314056167194045,2.75338241025191,-0.367273332608499,0.720818982310213,0.963201860112502,-5.28529146443818,0.142173785008975
"LOC100139360",-0.208076459555959,2.92027345793024,-0.455658531789615,0.658052719265073,0.95196368818222,-5.28551775479463,0.181739311904656
"GRIPAP1",0.308537259534796,3.71686270283401,0.724990086591993,0.484537546390575,0.911122750442379,-5.28587812054917,0.314672564209811
"SNRPE",0.22679025981436,7.76657828526722,1.24031268424131,0.242260179589579,0.849619565479176,-5.28589865060342,0.615717965168018
"ZSCAN2",-0.266961811270259,2.82437783147556,-0.4049747403057,0.693745633569694,0.959037310727207,-5.28590580825477,0.158799737307185
"ROGDI",-0.329833052870961,7.50862078717349,-1.23269233720172,0.244975693807541,0.850000418565425,-5.28616495636082,0.610877003671887
"SEC24D",-0.369604495263186,3.0512040363889,-0.509797385393357,0.620894926941307,0.944024574936703,-5.28658981928709,0.20698188856825
"OSGEPL1",-0.227725409707604,4.21627092506234,-0.851841641853702,0.413591315114485,0.893462132678778,-5.28689938983776,0.383428589443747
"JAGN1",0.259161924459306,6.59295024214169,1.18791798635305,0.261429399196981,0.856561971215829,-5.28693656318506,0.582645575167552
"ABL2",-0.170439611324967,3.38311986893517,-0.629621097001601,0.542600359793909,0.92133046267368,-5.28699286007317,0.26551992259717
"GDPD2",-0.308222842860129,5.79583371797409,-1.11530178519041,0.289964722020594,0.869041406684297,-5.28716353993404,0.537654836458811
"NKAPD1",-0.232424320256478,4.94212823591603,-0.99370922149838,0.343043908747874,0.8767675001875,-5.28735005268162,0.464650287810162
"TRIM14",0.114768990890324,2.62613618716796,0.266448726340039,0.795130570633436,0.974585056776884,-5.28746765067565,0.0995615487656552
"BIRC2",0.25570874986456,4.04498026399656,0.807931984208403,0.43731765565643,0.897476579283039,-5.28763021959243,0.359202988698189
"SMYD3",0.288654678462276,3.54825456679565,0.675005218535028,0.514478739772976,0.916865161620438,-5.28780188614741,0.288632567237901
"UBE2I",0.0999411179364764,2.62346472748575,0.261718467823121,0.798676994900486,0.974585056776884,-5.28781546671883,0.0976288248096261
"PCIF1",0.252682534634744,4.01902596993172,0.801652675746622,0.440783144334391,0.897476579283039,-5.28801955805664,0.355775021376159
"CCDC22",0.382583395172556,6.20977971995015,1.1544074627053,0.27430969521523,0.861102553330607,-5.28842903936664,0.561758842398879
"PARD6B",0.16846595279703,3.06738825451084,0.508706389238947,0.621633313983446,0.944024574936703,-5.28859039897934,0.206465719285176
"ZBTB43",0.251594492711209,3.04644030534614,0.498857360459293,0.628318918286025,0.945098299335062,-5.28862839610578,0.20181986375448
"EIF4G3",0.208302998200987,4.12357190745597,0.825983857871636,0.427455851847897,0.895759196795188,-5.28867583123973,0.369108733073659
"MAFG",-0.295764279916425,3.95663243227444,-0.78734666464713,0.448745879921152,0.899507993839355,-5.28873579971152,0.34799952579128
"CYRIA",0.286040847508938,3.5698589837712,0.678621593391359,0.512275858365556,0.916865161620438,-5.28875458530767,0.290496110306889
"RAB11A",0.279793934596167,9.17405059461728,1.2645113887603,0.233798147579944,0.849619565479176,-5.28888764763517,0.631158934145075
"RABIF",0.199717527931429,3.40041640026925,0.628242562730225,0.543468188954795,0.92133046267368,-5.28901300205779,0.264825871569808
"SYVN1",-0.00463054893670423,2.48196541752526,-0.0129684552119027,0.989899718767294,0.998862153539638,-5.28932972998268,0.00440879913165489
"LOC100848463",0.686022281733386,2.92817531015088,0.403717561625514,0.694641461868644,0.959037310727207,-5.28933418345459,0.158239298014374
"BMI1",-0.244562822453886,4.39391978532231,-0.887364783342686,0.395049111579193,0.887665169907876,-5.28935536858248,0.403348910545673
"TPR",0.195879206112923,7.31428209658947,1.22259695290759,0.248610936231178,0.852626088020135,-5.28960762423449,0.604479770946236
"KMT5B",-0.208413312981311,5.71652112285799,-1.10350387161521,0.29482133692077,0.869587338263735,-5.28968718174464,0.530441088751849
"RPL22L1",-0.323403327693334,5.92380024388399,-1.12714580683126,0.285151648411738,0.868465419648196,-5.28986127949624,0.544924113491281
"DTNBP1",0.0679849623891879,2.5253824615835,0.126909434860268,0.901445587981686,0.988181438702769,-5.29009916113064,0.045060482532791
"HERPUD2",0.266105687351828,6.16968484042697,1.15022795260935,0.275950597570551,0.861438928208298,-5.29033197337052,0.559168661133736
"BOLA1",-0.182680335675527,3.81987863681516,-0.750155017339576,0.469882411135224,0.909350751847137,-5.29041757189913,0.328010811393056
"TRAIP",-0.234242172817223,4.09996861315798,-0.820048152127705,0.430682012087284,0.896219015651601,-5.29049356024927,0.365843266650149
"SETD1B",-0.157496009967264,2.83585345777606,-0.398893310758509,0.698083626961172,0.95928953873848,-5.29057716141314,0.156092547932302
"MLEC",0.291477232428178,6.96114826947184,1.20595772584953,0.254697045780775,0.854838636690944,-5.29066955760482,0.593976092368731
