"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSBTAG00000030592",381.72627378839,0.180233986518446,0.576023817590412,0.312893288462255,0.754361736783285,0.931804612654107
"ENSBTAG00000023375",4287.37135776974,-0.571128061452584,0.426507112560013,-1.33908215041132,0.180543930648551,0.573287823935345
"ENSBTAG00000019202",11.7585075709398,0.069399961381567,1.14211586437302,0.0607643791198582,0.951546859220812,0.989424099015734
"ENSBTAG00000003718",1586.91772380086,-0.401456563298172,0.417571911258203,-0.961407011521744,0.336347560225818,0.718621952312127
"ENSBTAG00000019129",19.058126571055,2.2353993037663,1.0449381725004,2.13926465947481,0.0324142401450739,0.292913803071666
"ENSBTAG00000024815",87.1309861739928,-0.783546929534553,0.549878968931668,-1.42494434922082,0.154173288432079,0.541110005342157
"ENSBTAG00000003916",638.156341302985,0.112804857801398,0.413107520511109,0.273064159330319,0.784803896795249,0.943369750922608
"ENSBTAG00000004891",107.17344278121,-0.464080785041743,0.540356993689669,-0.858841081842771,0.39042819880368,0.756289942922143
"ENSBTAG00000030593",11.4913459718567,-0.00855889392185055,1.10834806749432,-0.00772220764655631,0.993838630979857,0.99982756152236
"ENSBTAG00000051752",1.09953085048629,0.287330461167327,3.26077419187188,0.0881172519960302,0.929783484606229,NA
"ENSBTAG00000000502",1419.16311974105,0.395785533156494,0.578130555942161,0.684595424145148,0.493599255341599,0.818230722831701
"ENSBTAG00000009942",588.594490909776,-0.553222534363236,0.371446575029297,-1.48937309307429,0.136389149871397,0.521664395063621
"ENSBTAG00000030581",189.171777221764,-0.421162135911191,0.444425304066664,-0.947655617394855,0.343304802299104,0.721930917055447
"ENSBTAG00000021158",809.372314751027,0.151181359533895,0.549480262408414,0.27513519570522,0.78321237237523,0.94285625534699
"ENSBTAG00000012798",623.133912338456,-0.222620160659111,0.499012344947377,-0.446121549723559,0.655509447202368,0.890039346334388
"ENSBTAG00000013806",1262.14919765538,-0.768794570104892,0.447483168193841,-1.71804131361621,0.0857890799407428,0.438143528106611
"ENSBTAG00000046385",911.269645606825,0.0658504755522121,0.354081455929923,0.185975499279592,0.852463974872552,0.961946129127804
